"시설번호",시설유형코드,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,상세위치,안전센터명,보호틀유무,사용가능여부,설치년도,배관깊이,출수압력,배관지름,관할소방서명,관할소방서전화번호,데이터기준일자
1-A-138,01,경상남도,창녕군,48740,경상남도 창녕군 대합면 대합산업단지로 38-45,경상남도 창녕군 대합면 합리 1395,35.6128642,128.4397906,우리들하이텍,창녕안전센터,N,Y,2014,1,3.5,100,창녕소방서,055-259-9295,2019-04-30
1-A-139,01,경상남도,창녕군,48740,경상남도 창녕군 대합면 대합산업단지로 38-43,경상남도 창녕군 대합면 합리 1392,35.61342755,128.4391032,신화열처리,창녕안전센터,N,Y,2014,1,3.5,100,창녕소방서,055-259-9295,2019-04-30
1-A-140,01,경상남도,창녕군,48740,경상남도 창녕군 대합면 대합산업단지로 38-22,경상남도 창녕군 대합면 합리 1412-1,35.61271939,128.4365213,일성테크,창녕안전센터,N,Y,2014,1,3.5,100,창녕소방서,055-259-9295,2019-04-30
1-A-141,01,경상남도,창녕군,48740,경상남도 창녕군 대합면 대합산업단지로 68-26,경상남도 창녕군 대합면 합리 1388,35.61472164,128.4388042,㈜센트랄CMS,창녕안전센터,N,Y,2014,1,3.5,100,창녕소방서,055-259-9295,2019-04-30
1-A-142,01,경상남도,창녕군,48740,경상남도 창녕군 대합면 대합산업단지로 68-26,경상남도 창녕군 대합면 합리 1388,35.61472164,128.4388042,㈜센트랄CMS,창녕안전센터,N,Y,2014,1,3.5,100,창녕소방서,055-259-9295,2019-04-30
1-A-143,01,경상남도,창녕군,48740,경상남도 창녕군 창녕읍 상퇴천1길 23,경상남도 창녕군 창녕읍 말흘리 524,35.52425253,128.5045831,자련사,창녕안전센터,N,Y,2015,1,3,100,창녕소방서,055-259-9295,2019-04-30
1-A-144,01,경상남도,창녕군,48740,경상남도 창녕군 고암면 계팔길 50,경상남도 창녕군 고암면 계상리 586-1,35.584297,128.538055,계팔마을회관,창녕안전센터,N,Y,2015,1,3,100,창녕소방서,055-259-9295,2019-04-30
1-A-145,01,경상남도,창녕군,48740,경상남도 창녕군 이방면 잠어실길 14,경상남도 창녕군 이방면 옥천리 623,35.54612534,128.3930902,잠어실마을회관,창녕안전센터,N,Y,2014,1,4,100,창녕소방서,055-259-9295,2019-04-30
1-A-146,01,경상남도,창녕군,48740,경상남도 창녕군 이방면 옥천길 130,경상남도 창녕군 이방면 옥천리 307,35.55647661,128.392335,옥천마을,창녕안전센터,N,Y,2014,1,4,100,창녕소방서,055-259-9295,2019-04-30
1-A-147,01,경상남도,창녕군,48740,경상남도 창녕군 이방면 노동길 22-1,경상남도 창녕군 이방면 옥천리 12,35.56434991,128.4025513,노동마을회관,창녕안전센터,N,Y,2015,1,4,100,창녕소방서,055-259-9295,2019-04-30
1-A-148,01,경상남도,창녕군,48740,경상남도 창녕군 성산면 운봉길 25,경상남도 창녕군 성산면 운봉리 200,35.61688596,128.5111107,나자렛수녀원,창녕안전센터,N,Y,2015,1,3.5,100,창녕소방서,055-259-9295,2019-04-30
1-A-149,01,경상남도,창녕군,48740,경상남도 창녕군 창녕읍 시장길 66,경상남도 창녕군 창녕읍 술정리 46-8,35.540577,128.497497,복떡집,창녕안전센터,N,Y,2015,1,4,100,창녕소방서,055-259-9295,2019-04-30
1-A-150,01,경상남도,창녕군,48740,경상남도 창녕군 창녕읍 군청길 1,경상남도 창녕군 창녕읍 교리 1,35.54501907,128.4915889,창녕군청,창녕안전센터,N,Y,2015,1,4,100,창녕소방서,055-259-9295,2019-04-30
1-A-151,01,경상남도,창녕군,48740,경상남도 창녕군 성산면 정촌길 13,경상남도 창녕군 성산면 운봉리 454,35.61517352,128.508239,운봉1구 마을회관,창녕안전센터,N,Y,2015,1,4,100,창녕소방서,055-259-9295,2019-04-30
1-A-152,01,경상남도,창녕군,48740,경상남도 창녕군 성산면 양촌길 69,경상남도 창녕군 성산면 운봉리 531,35.61571845,128.5038753,양촌마을회관,창녕안전센터,N,Y,2015,1,4,100,창녕소방서,055-259-9295,2019-04-30
1-A-153,01,경상남도,창녕군,48740,경상남도 창녕군 고암면 야동길 67,경상남도 창녕군 고암면 계상리 830,35.58656829,128.534903,야동마을회관,창녕안전센터,Y,Y,2015,1,3.5,100,창녕소방서,055-259-9295,2019-04-30
1-A-154,01,경상남도,창녕군,48740,경상남도 창녕군 창녕읍 봉천1길 6,경상남도 창녕군 창녕읍 교하리 32-15,35.53594832,128.500969,창녕초등학교,창녕안전센터,N,Y,2015,1,3.5,100,창녕소방서,055-259-9295,2019-04-30
1-A-155,01,경상남도,창녕군,48740,경상남도 창녕군 창녕읍 봉천2길 4,경상남도 창녕군 창녕읍 교하리 36-10,35.53707709,128.499791,창녕우체국,창녕안전센터,N,Y,2015,1,5,100,창녕소방서,055-259-9295,2019-04-30
1-A-156,01,경상남도,창녕군,48740,경상남도 창녕군 고암면 계팔길 50,경상남도 창녕군 고암면 계상리 586-1,35.584291,128.538081,계팔마을회관,창녕안전센터,N,Y,2011,1,2.5,100,창녕소방서,055-259-9295,2019-04-30
1-A-157,01,경상남도,창녕군,48740,경상남도 창녕군 창녕읍 시장길 66,경상남도 창녕군 창녕읍 술정리 45-1,35.54007385,128.497311,창녕상설시장,창녕안전센터,N,Y,2007,1,2.5,100,창녕소방서,055-259-9295,2019-04-30
1-A-158,01,경상남도,창녕군,48740,경상남도 창녕군 창녕읍 여초리 섬마길 3,경상남도 창녕군 창녕읍 여초리 728-11,35.51395521,128.490549,창녕농협창고 앞,창녕안전센터,N,Y,2011,1,2.5,100,창녕소방서,055-259-9295,2019-04-30
1-A-159,01,경상남도,창녕군,48740,경상남도 창녕군 성산면 이천길 6,경상남도 창녕군 성산면 냉천리 134,35.62873929,128.4939905,성산면사무소,창녕안전센터,N,Y,2011,1,4,100,창녕소방서,055-259-9295,2019-04-30
1-A-160,01,경상남도,창녕군,48740,경상남도 창녕군 성산면 대견월포로 155,경상남도 창녕군 성산면 대견리 249,35.637291,128.459324,창녕성산우체국,창녕안전센터,N,Y,2012,1,4,100,창녕소방서,055-259-9295,2019-04-30
1-A-161,01,경상남도,창녕군,48740,경상남도 창녕군 성산면 연당대산로 130,경상남도 창녕군 성산면 연당리 272-1,35.630869,128.520345,연화마을회관,창녕안전센터,N,Y,2012,1,3,100,창녕소방서,055-259-9295,2019-04-30
1-A-162,01,경상남도,창녕군,48740,경상남도 창녕군 성산면 대미길 1,경상남도 창녕군 성산면 대산리 1107-1,35.63778135,128.517216,대산마을회관,창녕안전센터,N,Y,2017,1,3,100,창녕소방서,055-259-9295,2019-04-30
1-A-163,01,경상남도,창녕군,48740,경상남도 창녕군 성산면 대산로 112,경상남도 창녕군 성산면 대산리 843-15,35.64465444,128.5244668,월곡마을회관,창녕안전센터,N,Y,2017,1,3,100,창녕소방서,055-259-9295,2019-04-30
1-A-164,01,경상남도,창녕군,48740,경상남도 창녕군 성산면 방리가복길 205,경상남도 창녕군 성산면 가복리 616-1,35.5941557,128.5560349,덕곡회관,창녕안전센터,N,Y,2017,1,3.5,100,창녕소방서,055-259-9295,2019-04-30
1-A-165,01,경상남도,창녕군,48740,경상남도 창녕군 대합면 대동월포로 415,경상남도 창녕군 대합면 이방리 544-3,35.63399224,128.443338,월포마을 버스정류장,창녕안전센터,Y,Y,2017,1,5,100,창녕소방서,055-259-9295,2019-04-30
1-A-166,01,경상남도,창녕군,48740,경상남도 창녕군 성산면 성산로 267,경상남도 창녕군 성산면 냉천리 115-1,35.62816961,128.496395,성산면사무소,창녕안전센터,N,Y,2016,1,4,100,창녕소방서,055-259-9295,2019-04-30
1-A-167,01,경상남도,창녕군,48740,경상남도 창녕군 유어면 우포한우단지길 28-12,경상남도 창녕군 유어면 선소리 527-1,35.52248644,128.4262423,우포한우단지,창녕안전센터,N,Y,2016,1,4,100,창녕소방서,055-259-9295,2019-04-30
1-A-168,01,경상남도,창녕군,48740,경상남도 창녕군 대합면 임불길 34,경상남도 창녕군 대합면 주매리 645,35.568899,128.4206492,관호재,창녕안전센터,N,Y,2018,1,3.5,100,창녕소방서,055-259-9295,2019-04-30
1-A-169,01,경상남도,창녕군,48740,경상남도 창녕군 대지면 소림길 20,경상남도 창녕군 대지면 효정리 1235,35.54389056,128.463328,소림마을회관,창녕안전센터,N,Y,2018,1,4,100,창녕소방서,055-259-9295,2019-04-30
1-A-170,01,경상남도,창녕군,48740,경상남도 창녕군 이방면 죽전등림길 466,경상남도 창녕군 이방면 등림리 123,35.580879,128.3719456,등림마을회관 옆,창녕안전센터,N,Y,2018,1,4,100,창녕소방서,055-259-9295,2019-04-30
1-A-171,01,경상남도,창녕군,48740,경상남도 창녕군 창녕읍 창녕대로 99-1,경상남도 창녕군 창녕읍 술정리 177-5,35.536391,128.496911,신일장 여관 앞,창녕안전센터,N,Y,2018,1,3,100,창녕소방서,055-259-9295,2019-04-30
1-A-172,01,경상남도,창녕군,48740,경상남도 창녕군 창녕읍 봉천 8길,경상남도 창녕군 창녕읍 교하리 247-2,35.53588072,128.498884,일흥아파트,창녕안전센터,N,Y,2018,1,3,100,창녕소방서,055-259-9295,2019-04-30
1-A-173,01,경상남도,창녕군,48740,경상남도 창녕군 대합면 십이리2길 53,경상남도 창녕군 대합면 십이리 165,35.617283,128.474388,산너울가든,창녕안전센터,N,Y,2018,1,3.5,100,창녕소방서,055-259-9295,2019-04-30
1-A-174,01,경상남도,창녕군,48740,경상남도 창녕군 대합면 창한로 169,경상남도 창녕군 대합면 십이리 134,35.618331,128.473421,동그라미식당,창녕안전센터,N,Y,2018,1,3.5,100,창녕소방서,055-259-9295,2019-04-30
1-A-175,01,경상남도,창녕군,48740,경상남도 창녕군 창녕읍 송현길 19-3,경상남도 창녕군 창녕읍 송현리 261-1,35.5424357,128.499986,천죽교창녕오송교회,창녕안전센터,Y,Y,2018,1,4,100,창녕소방서,055-259-9295,2019-04-30
1-A-176,01,경상남도,창녕군,48740,경상남도 창녕군 대합면 대곡길 52,경상남도 창녕군 대합면 대곡리 446-4,35.600451,128.406753,대곡마을회관,창녕안전센터,N,Y,2015,1,3,100,창녕소방서,055-259-9295,2019-04-30
1-B-01,02,경상남도,창녕군,48740,경상남도 창녕군 창녕읍 말흘1길 11,경상남도 창녕군 창녕읍 말흘리 196-4,35.53821686,128.5017478,말흘회관,창녕안전센터,N,Y,1994,1,2.5,100,창녕소방서,055-259-9295,2019-04-30
1-B-02,02,경상남도,창녕군,48740,경상남도 창녕군 창녕읍 명덕로 89,경상남도 창녕군 창녕읍 교리 229,35.543273,128.499121,미스터미용실 앞,창녕안전센터,N,Y,1994,1,4,100,창녕소방서,055-259-9295,2019-04-30
1-B-03,02,경상남도,창녕군,48740,경상남도 창녕군 창녕읍 종로 47,경상남도 창녕군 창녕읍 교하리 102,35.541555,128.4993967,신도리코,창녕안전센터,N,Y,1993,1,4,100,창녕소방서,055-259-9295,2019-04-30
1-B-04,02,경상남도,창녕군,48740,경상남도 창녕군 창녕읍 화왕산1로 17,경상남도 창녕군 창녕읍 교하리 225-22,35.53747314,128.497477,경남원예농약사 옆,창녕안전센터,N,Y,1994,1,5,100,창녕소방서,055-259-9295,2019-04-30
1-B-05,02,경상남도,창녕군,48740,경상남도 창녕군 창녕읍 남창녕로 66,경상남도 창녕군 창녕읍 말흘리 208,35.53655873,128.501469,창녕초등학교,창녕안전센터,N,Y,1995,1,2.5,100,창녕소방서,055-259-9295,2019-04-30
1-B-06,02,경상남도,창녕군,48740,경상남도 창녕군 창녕읍 학천 2길 22,경상남도 창녕군 창녕읍 교하리 52-4,35.53935518,128.498938,삼미하이마트,창녕안전센터,N,Y,1994,1,4,100,창녕소방서,055-259-9295,2019-04-30
1-B-07,02,경상남도,창녕군,48740,경상남도 창녕군 창녕읍 학천길 20,경상남도 창녕군 창녕읍 교하리 43-3,35.538167,128.499325,학천회관,창녕안전센터,N,Y,1996,1,4,100,창녕소방서,055-259-9295,2019-04-30
1-B-11,02,경상남도,창녕군,48740,경상남도 창녕군 창녕읍 명덕로 70,경상남도 창녕군 창녕읍 교리 258-1,35.542732,128.496994,롯데리아,창녕안전센터,N,Y,1994,1,2.5,100,창녕소방서,055-259-9295,2019-04-30
1-C-1,04,경상남도,창녕군,48740,경상남도 창녕군 창녕읍 명덕로 115,경상남도 창녕군 창녕읍 송현리 145-6,35.54354526,128.501928,창녕의소대사무실,창녕안전센터,N,Y,2000,0,0,0,창녕소방서,055-259-9295,2019-04-30
1-C-2,04,경상남도,창녕군,48740,경상남도 창녕군 이방면 이방대합로 345-3,경상남도 창녕군 이방면 거남리 433-3,35.601441,128.382093,이방시장,창녕안전센터,N,Y,1994,0,0,0,창녕소방서,055-259-9295,2019-04-30
1-C-3,04,경상남도,창녕군,48740,경상남도 창녕군 대합면 창한로 127,경상남도 창녕군 대합면 십이리 212-15,35.615064,128.4720202,대합119지역대,창녕안전센터,N,Y,1994,0,0,0,창녕소방서,055-259-9295,2019-04-30
1-C-4,04,경상남도,창녕군,48740,경상남도 창녕군 창녕읍 창밀로 13,경상남도 창녕군 창녕읍 송현리 64-2,35.544487,128.503438,군인아파트,창녕안전센터,N,Y,1994,0,0,0,창녕소방서,055-259-9295,2019-04-30
1-C-5,04,경상남도,창녕군,48740,경상남도 창녕군 이방면 뒷골길 5,경상남도 창녕군 이방면 안리 812,35.577827,128.388278,이방지역대 앞,창녕안전센터,N,Y,1992,0,0,0,창녕소방서,055-259-9295,2019-04-30
1-C-6,04,경상남도,창녕군,48740,경상남도 창녕군 대지면 우포2로 1097,경상남도 창녕군 대지면 효정리 211-1,35.550458,128.479118,창녕소방서 앞,창녕안전센터,N,Y,2008,0,0,0,창녕소방서,055-259-9295,2019-04-30
2-A-1,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 동포로 64,경상남도 창녕군 남지읍 남지리 194-8,35.394951,128.480942,남지119안전센터,남지안전센터,N,Y,2009,1,3,100,창녕소방서,055-259-9295,2019-04-30
2-A-2,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 남고길 46,경상남도 창녕군 남지읍 남지리 829-10,35.387254,128.4687066,동아더프라임 정문 앞(농협선별장 앞),남지안전센터,N,Y,2018,1,3,100,창녕소방서,055-259-9295,2019-04-30
2-A-3,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 동포1길 21,경상남도 창녕군 남지읍 남지리 545-4,35.39104218,128.480699,삼우맨션 앞(남지요양병원 후면),남지안전센터,N,Y,2018,1,2,100,창녕소방서,055-259-9295,2019-04-30
2-A-4,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 월상길 24,경상남도 창녕군 남지읍 월하리 692-2,35.44709119,128.3865749,월상마을회관,남지안전센터,N,Y,2018,1,3,100,창녕소방서,055-259-9295,2019-04-30
2-A-6,01,경상남도,창녕군,48740,경상남도 창녕군 도천면 도천중앙로 22,경상남도 창녕군 도천면 도천리 263,35.43525039,128.5180112,도천의용소방대 사무실,남지안전센터,N,Y,1994,1,2,100,창녕소방서,055-259-9295,2019-04-30
2-A-7,01,경상남도,창녕군,48740,경상남도 창녕군 도천면 도천중앙로 51,경상남도 창녕군 도천면 도천리 167-17,35.4355849,128.521511,농협창고,남지안전센터,N,Y,1994,1,2.5,100,창녕소방서,055-259-9295,2019-04-30
2-A-8,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 낙동로 498,경상남도 창녕군 남지읍 남지리 662-14,35.38877325,128.479332,남지읍사무소,남지안전센터,N,Y,2009,1,3,100,창녕소방서,055-259-9295,2019-04-30
2-A-12,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 낙동로 437,경상남도 창녕군 남지읍 남지리 723,35.38863353,128.4724772,남지도서관,남지안전센터,N,Y,1994,1,3,100,창녕소방서,055-259-9295,2019-04-30
2-A-13,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 대신길 4,경상남도 창녕군 남지읍 남지리 735-1,35.38883744,128.4737884,아레나건물,남지안전센터,N,Y,2000,1,3,100,창녕소방서,055-259-9295,2019-04-30
2-A-14,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 낙동로 512,경상남도 창녕군 남지읍 남지리 659-4,35.38897908,128.480498,트라이남지점,남지안전센터,N,Y,2000,1,3,100,창녕소방서,055-259-9295,2019-04-30
2-A-15,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 남포길 10,경상남도 창녕군 남지읍 남지리 654-21,35.38795543,128.481331,누리식당옆,남지안전센터,N,Y,2000,1,3,100,창녕소방서,055-259-9295,2019-04-30
2-A-17,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 동포7길 13,경상남도 창녕군 남지읍 남지리 981-17,35.389956,128.477265,세답방 세탁소 앞,남지안전센터,N,Y,2000,1,3,100,창녕소방서,055-259-9295,2019-04-30
2-A-18,01,경상남도,창녕군,48740,경상남도 창녕군 도천면 문화마을2길 18-10,경상남도 창녕군 도천면 도천리 299-9,35.432977,128.517228,도천 문화마을,남지안전센터,N,Y,2000,1,2.5,100,창녕소방서,055-259-9295,2019-04-30
2-A-19,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 남포길 29,경상남도 창녕군 남지읍 남지리 790-5,35.386864,128.4795891,남지원기네밥집,남지안전센터,N,Y,2000,1,3,100,창녕소방서,055-259-9295,2019-04-30
2-A-20,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 선창길 9,경상남도 창녕군 남지읍 남지리 616-7,35.38846609,128.482357,남지지구대옆,남지안전센터,N,Y,2000,1,3,100,창녕소방서,055-259-9295,2019-04-30
2-A-21,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 낙동로 429,경상남도 창녕군 남지읍 남지리 716-4,35.38982227,128.4719574,남지초등학교 체육관 앞,남지안전센터,N,Y,2000,1,3,100,창녕소방서,055-259-9295,2019-04-30
2-A-22,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 낙동로 414,경상남도 창녕군 남지읍 마산리 942-9,35.38795755,128.469688,대신동 농협공판장 입구,남지안전센터,N,Y,2000,1,3,100,창녕소방서,055-259-9295,2019-04-30
2-A-23,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 낙동로 367,경상남도 창녕군 남지읍 학계리 544-8,35.38815025,128.464763,신한국주유소 앞,남지안전센터,N,Y,2000,1,3,100,창녕소방서,055-259-9295,2019-04-30
2-A-24,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 남지중앙1길 84,경상남도 창녕군 남지읍 남지리 986-5,35.39208818,128.478561,남지보건소 후면,남지안전센터,N,Y,2000,1,3,100,창녕소방서,055-259-9295,2019-04-30
2-A-25,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 낙동로 460,경상남도 창녕군 남지읍 남지리 663-66,35.38838785,128.4748851,대신동우체국앞,남지안전센터,N,Y,2000,1,3,100,창녕소방서,055-259-9295,2019-04-30
2-A-26,01,경상남도,창녕군,48740,경상남도 창녕군 도천면 도천4길 34,경상남도 창녕군 도천면 도천리 306-7,35.43249833,128.518927,고궁가든,남지안전센터,N,Y,2000,1,3,100,창녕소방서,055-259-9295,2019-04-30
2-A-27,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 동포5길 17,경상남도 창녕군 남지읍 남지리 597-4,35.390982,128.4789116,동포초등학교 체육관 앞,남지안전센터,N,Y,2000,1,3,100,창녕소방서,055-259-9295,2019-04-30
2-A-28,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 선창길 3,경상남도 창녕군 남지읍 남지리 615-3,35.38906433,128.482093,새경남천막사 앞,남지안전센터,N,Y,2002,1,3,100,창녕소방서,055-259-9295,2019-04-30
2-A-29,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 동포로 10,경상남도 창녕군 남지읍 남지리 530-1,35.39008187,128.4819772,보건약국 앞,남지안전센터,N,Y,2002,1,3,100,창녕소방서,055-259-9295,2019-04-30
2-A-30,01,경상남도,창녕군,48740,경상남도 창녕군 도천면 일리새긴길 14,경상남도 창녕군 도천면 일리 521-2,35.43653881,128.519037,도천커피나무 커피숍 앞,남지안전센터,N,Y,2002,1,2,100,창녕소방서,055-259-9295,2019-04-30
2-A-31,01,경상남도,창녕군,48740,경상남도 창녕군 도천면 도천4길 17-3,경상남도 창녕군 도천면 도천리 222,35.434187,128.5193653,도천부인경로회관,남지안전센터,N,Y,2000,1,2.5,100,창녕소방서,055-259-9295,2019-04-30
2-A-33,01,경상남도,창녕군,48740,경상남도 창녕군 도천면 마을안길 7,경상남도 창녕군 도천면 일리 487,35.43630081,128.517628,일리마을회관창녕군,남지안전센터,N,Y,2002,1,3,100,창녕소방서,055-259-9295,2019-04-30
2-A-34,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 상남길 23,경상남도 창녕군 남지읍 남지리 758-375,35.38658409,128.475294,앵무꼼장어 구이 앞,남지안전센터,N,Y,2003,1,3,100,창녕소방서,055-259-9295,2019-04-30
2-A-35,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 남지시장길 20,경상남도 창녕군 남지읍 남지리 619-2,35.388373,128.4828207,남지시장,남지안전센터,N,Y,2005,1,3,100,창녕소방서,055-259-9295,2019-04-30
2-A-36,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 당포길 74-3,경상남도 창녕군 남지읍 마산리 160-1,35.40603696,128.469323,당포마을 입구,남지안전센터,N,Y,2005,1,2,100,창녕소방서,055-259-9295,2019-04-30
2-A-37,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 남지공단길 23,경상남도 창녕군 남지읍 학계리 1042-11,35.389883,128.460329,논공단지 내 캡스톤 뒷편도로,남지안전센터,N,Y,2005,1,3,100,창녕소방서,055-259-9295,2019-04-30
2-A-38,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 남지중앙1길 53-9,경상남도 창녕군 남지읍 남지리 974-11,35.392332,128.474951,그리스 주점 뒤편 해오름 앞,남지안전센터,N,Y,2006,1,3,100,창녕소방서,055-259-9295,2019-04-30
2-A-39,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 남지중앙2길 95-6,경상남도 창녕군 남지읍 남지리 481-26,35.393921,128.479913,영남철강 옆 목련빌라 상가 앞,남지안전센터,N,Y,2006,1,3,100,창녕소방서,055-259-9295,2019-04-30
2-A-40,01,경상남도,창녕군,48740,경상남도 창녕군 도천면 영산도천로 382-9,경상남도 창녕군 영산면 죽사리 1442-2,35.438799,128.517398,동평자동차 정비 인근,남지안전센터,N,Y,2006,1,2.5,100,창녕소방서,055-259-9295,2019-04-30
2-A-46,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 고곡길 16,경상남도 창녕군 남지읍 고곡리 444-5,35.4430991,128.426309,고곡민원연락소 우측,남지안전센터,N,Y,2007,1,3,100,창녕소방서,055-259-9295,2019-04-30
2-A-48,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 대신길 15,경상남도 창녕군 남지읍 남지리 706-3,35.389861,128.473388,은성판타지아 주차장 입구,남지안전센터,N,Y,2008,1,3,100,창녕소방서,055-259-9295,2019-04-30
2-A-52,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 동포로 30,경상남도 창녕군 남지읍 남지리 294-45,35.39189022,128.4817901,창원오토바이 옆,남지안전센터,N,Y,2009,1,3,100,창녕소방서,055-259-9295,2019-04-30
2-A-55,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 시남리 166-2,경상남도 창녕군 남지읍 시남리 166-2,35.462553,128.426355,시남마을 입구,남지안전센터,N,Y,2009,1,8.5,100,창녕소방서,055-259-9295,2019-04-30
2-A-57,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 마산길 46,경상남도 창녕군 남지읍 마산리 486,35.394849,128.468583,예원유치원,남지안전센터,N,Y,2009,1,4,100,창녕소방서,055-259-9295,2019-04-30
2-A-60,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 강변안길 10-1,경상남도 창녕군 남지읍 남지리 645-12,35.387391,128.481323,복주집 앞,남지안전센터,N,Y,2009,1,3.5,100,창녕소방서,055-259-9295,2019-04-30
2-A-61,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 낙동로 331,경상남도 창녕군 남지읍 학계리 1046-7,35.38827783,128.4608007,명지복지회관 앞,남지안전센터,N,Y,2009,1,4,100,창녕소방서,055-259-9295,2019-04-30
2-A-62,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 덕동길 105,경상남도 창녕군 남지읍 학계리 196,35.400474,128.458781,덕동마을 입구,남지안전센터,N,Y,2010,1,2,100,창녕소방서,055-259-9295,2019-04-30
2-A-63,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 학계길 33,경상남도 창녕군 남지읍 학계리 609-1,35.39178781,128.4635802,학계정미소,남지안전센터,N,Y,2007,1,4,100,창녕소방서,055-259-9295,2019-04-30
2-A-64,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 신전길 213,경상남도 창녕군 남지읍 신전리 390-3,35.410048,128.448839,신전마을회관,남지안전센터,N,Y,2007,1,3.7,100,창녕소방서,055-259-9295,2019-04-30
2-A-69,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 남지중앙로 17,경상남도 창녕군 남지읍 마산리 1004-12,35.39072845,128.4715512,덕진7차 건너편,남지안전센터,N,Y,2010,1,3.7,100,창녕소방서,055-259-9295,2019-04-30
2-A-71,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 동포로 68,경상남도 창녕군 남지읍 남지리 194-6,35.395176,128.4807185,가야성 앞,남지안전센터,N,Y,2011,1,3.5,100,창녕소방서,055-259-9295,2019-04-30
2-A-72,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 성사관동길 15,경상남도 창녕군 남지읍 성사리 1191-1,35.41937755,128.4619741,㈜ 산내 앞,남지안전센터,N,Y,2011,1,5,100,창녕소방서,055-259-9295,2019-04-30
2-A-76,01,경상남도,창녕군,48740,경상남도 창녕군 도천면 덕곡길 82,경상남도 창녕군 도천면 덕곡리 896,35.438312,128.548694,덕곡1구 마을회관,남지안전센터,N,Y,2012,1,3.7,100,창녕소방서,055-259-9295,2019-04-30
2-A-77,01,경상남도,창녕군,48740,경상남도 창녕군 도천면 예리 모리길 117-1,경상남도 창녕군 도천면 예리 381,35.43056872,128.551961,예리1구 마을회관,남지안전센터,N,Y,2012,1,3.7,100,창녕소방서,055-259-9295,2019-04-30
2-A-78,01,경상남도,창녕군,48740,경상남도 창녕군 도천면 예리1길 90,경상남도 창녕군 도천면 예리 813,35.430441,128.5403932,예리2구 마을회관,남지안전센터,N,Y,2012,1,3.7,100,창녕소방서,055-259-9295,2019-04-30
2-A-79,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 박진로 1429,경상남도 창녕군 남지읍 성사리 880-2,35.419262,128.4642449,황새목 삼거리 매전마을 표지석 앞,남지안전센터,N,Y,2012,1,3,100,창녕소방서,055-259-9295,2019-04-30
2-A-80,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 성사관동길 78,경상남도 창녕군 남지읍 성사리 987,35.41939359,128.454656,관동마을 복지관 앞,남지안전센터,N,Y,2012,1,3,100,창녕소방서,055-259-9295,2019-04-30
2-A-81,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 성사본동길 2,경상남도 창녕군 남지읍 성사리 265,35.425261,128.4519543,성사마을 표지석 앞,남지안전센터,N,Y,2012,1,2,100,창녕소방서,055-259-9295,2019-04-30
2-A-88,01,경상남도,창녕군,48740,경상남도 창녕군 남지읍 남지중앙로 131,경상남도 창녕군 남지읍 남지리 289-20,35.393155,128.4835832,미화횟집 앞,남지안전센터,N,Y,2012,1,3,100,창녕소방서,055-259-9295,2019-04-30
